author,date,address,bank,rating,review_title_by_user,review,bank_image,rating_title_by_user,useful_count,clean_review,review_length,sentiment
S K,2019-12-29,Chennai,SBI,5.0,"""Good Account""",I have a savings account from SBI and my salary is getting credited into the same account now. I opened the account 5 years before since the branch is nearby my home. The service is good in their branch. Its a zero balance account. I can withdraw upto Rs. 20000 from the ATM per day.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0,i have a savings account from sbi and my salary is getting credited into the same account now i opened the account 5 years before since the branch is nearby my home the service is good in their branch its a zero balance account i can withdraw upto rs 20000 from the atm per day,55,Satisfied
ABDUL MAJITH,2019-12-29,Bangalore,Unknown,4.0,"""Just okay""","I am doing all my transaction through this FEDERAL Bank. Its been 6 years , salary come savings account. There is requirement to maintain a  minimum balance but after changing salary account, no need to maintain minimum balance. Customer service and response was okay.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Great!,3,i am doing all my transaction through this federal bank its been 6 years salary come savings account there is requirement to maintain a minimum balance but after changing salary account no need to maintain minimum balance customer service and response was okay,43,Satisfied
HATHINISHA,2019-12-29,Bangalore,IndusInd Bank,5.0,"""Superior bank""",I am holding savings account with INDUSIND for more than 11 years. I am using net banking and it is user friendly to access. I use to get offers message from bank end. Need to maintain a minimum balance of Rs.1 lakhs. Customer service and responsiveness was good.,https://static.bankbazaar.com/images/common/bank-logo/indusind.png,Blown Away!,2,i am holding savings account with indusind for more than 11 years i am using net banking and it is user friendly to access i use to get offers message from bank end need to maintain a minimum balance of rs1 lakhs customer service and responsiveness was good,48,Satisfied
A V K,2019-12-29,Bangalore,Unknown,2.0,"""Need to improve the services""","Syndicate bank service is not good because their service is very slow. If i go to the bank to withdraw the cash, it will take almost 1 hour. In my native, branch is located nearby so that i have chosen this bank. I need to maintain a minimum balance of Rs. 1000. I have not activated the Internet banking and mobile app.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Expected more,0,syndicate bank service is not good because their service is very slow if i go to the bank to withdraw the cash it will take almost 1 hour in my native branch is located nearby so that i have chosen this bank i need to maintain a minimum balance of rs 1000 i have not activated the internet banking and mobile app,62,Dissatisfied
A V K,2019-12-29,Bangalore,Unknown,4.5,"""Excellent banking service""",I have been using the Karur Vysya bank salary account since 2011. I am maintaining a minimum balance of Rs. 10000.  I am using their net banking facility and its comfortable to use but i have not tried their mobile app. Response is good in their branch and the staffs are very kind and helpful.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Excellent!,0,i have been using the karur vysya bank salary account since 2011 i am maintaining a minimum balance of rs 10000 i am using their net banking facility and its comfortable to use but i have not tried their mobile app response is good in their branch and the staffs are very kind and helpful,55,Satisfied
DEY,2019-12-29,Kolkata,HDFC Bank,1.0,"""Headache account""","Even though I'm a corporate account holder with HDFC bank, there is no use because I didn't get any single benefits from this bank even though I'm associated with the bank from 2014. Still the account is active but i am not doing any transactions.  Whenever i call to the customer care, the response is not good from the executive.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Really Bad,0,even though im a corporate account holder with hdfc bank there is no use because i didnt get any single benefits from this bank even though im associated with the bank from 2014 still the account is active but i am not doing any transactions whenever i call to the customer care the response is not good from the executive,60,Dissatisfied
DEY,2019-12-29,Kolkata,Axis Bank,4.5,"""Easy to access""","By the end of 2017, i have opened the salary account with Axis bank. Its easy to opened the account since i have completed everything through online. I applied the cheque book separately and there is no charges for that and they have sent me a debit card in 4 days. Its a zero balance account. Their Internet banking and mobile app is really good.",https://static.bankbazaar.com/images/common/bank-logo/axis.png,Excellent!,0,by the end of 2017 i have opened the salary account with axis bank its easy to opened the account since i have completed everything through online i applied the cheque book separately and there is no charges for that and they have sent me a debit card in 4 days its a zero balance account their internet banking and mobile app is really good,65,Satisfied
S K D,2019-12-29,Kolkata,SBI,2.0,"""Good Account for senior citizen""",I am not happy with the services provided by State Bank of India because they are charging me a lots of hidden charges that i don't like due to this i have closed the account 2 years ago. I was holding the account for 3 years and previously it was a student account when i opened it after that it has converted into normal savings account with the minimum balance amount of Rs. 5000.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Expected more,1,i am not happy with the services provided by state bank of india because they are charging me a lots of hidden charges that i dont like due to this i have closed the account 2 years ago i was holding the account for 3 years and previously it was a student account when i opened it after that it has converted into normal savings account with the minimum balance amount of rs 5000,74,Dissatisfied
TAL,2019-12-28,Hyderabad,SBI,4.0,"""Good Service""",I am holding a saving account  with SBI for more than 4 years. There is no hidden charges in this bank. It is a  zero balance account. I am using net banking and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions. ATMs and branches are far away to reach them directly. No atm charges are avail.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Great!,0,i am holding a saving account with sbi for more than 4 years there is no hidden charges in this bank it is a zero balance account i am using net banking and it is user friendly to access i use to get an alert messages from bank whenever i do a transactions atms and branches are far away to reach them directly no atm charges are avail,68,Satisfied
KRISHNA,2019-12-28,Hyderabad,Kotak,4.0,"""Need to provide more atms and branches""",I am holding a salary account with KOTAK Bank for the past 11 months. Since it is salary account no need to maintain a minimum balance account.ATM and branches are far away to reach them. I am using only net banking and it is user friendly to access. If I use this card for shopping I use to get some vouchers.,https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Great!,0,i am holding a salary account with kotak bank for the past 11 months since it is salary account no need to maintain a minimum balance accountatm and branches are far away to reach them i am using only net banking and it is user friendly to access if i use this card for shopping i use to get some vouchers,61,Satisfied
NATH,2019-12-28,Hyderabad,Axis Bank,5.0,"""Good Saving Account""",I have opened a saving account with AXIS bank on 6 years before. So I need to maintain a minimum balance amount of 5K. There is no any hidden charges. ATM and branches are near to reach them directly.  I am using mobile app and net banking both are user friendly.,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0,i have opened a saving account with axis bank on 6 years before so i need to maintain a minimum balance amount of 5k there is no any hidden charges atm and branches are near to reach them directly i am using mobile app and net banking both are user friendly,51,Satisfied
KUMAR,2019-12-28,Chennai,Axis Bank,5.0,"""Good account """,I am holding a salary account  with AXIS bank for more than 5 years. No need to maintain a minimum balance account  and there is no any hidden charges. I am using mobile app and net banking both are user friendly to access. So far I have not faced any ATM charges .,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0,i am holding a salary account with axis bank for more than 5 years no need to maintain a minimum balance account and there is no any hidden charges i am using mobile app and net banking both are user friendly to access so far i have not faced any atm charges,52,Satisfied
GARAD,2019-12-28,Hyderabad,Kotak,4.0,"""Good one""",Chosen my savings account from Kotak mahindra bank because there is no charges for maintaining the account. They have not charged me anything yet. I have done only less number of transaction from this account  usually i used to withdraw the money. Kotak was my earlier company salary account which i left now.,https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Great!,0,chosen my savings account from kotak mahindra bank because there is no charges for maintaining the account they have not charged me anything yet i have done only less number of transaction from this account usually i used to withdraw the money kotak was my earlier company salary account which i left now,53,Satisfied
GARAD,2019-12-28,Hyderabad,Citibank,4.0,"""Good Account""","Almost an year, i am holding the salary account from CITI bank and I'm not aware of the debit card offers. Since i don't face any issue there is no requirement of contacting the customer care. Its a zero fee maintenance account. I never visited the branch. We have an ATM machine in our building but outside ATMs are not available that much.",https://static.bankbazaar.com/images/common/bank-logo/citibank.png,Great!,0,almost an year i am holding the salary account from citi bank and im not aware of the debit card offers since i dont face any issue there is no requirement of contacting the customer care its a zero fee maintenance account i never visited the branch we have an atm machine in our building but outside atms are not available that much,63,Satisfied
ANONYMOUS,2019-12-28,Bangalore,Canara Bank,5.0,"""Can improve the speed of server""","In Canara bank, hidden charges are there and their net banking is always slow because the server won't work most of the times. They are deducting some amount for transactions. Its been more than 5years with this savings account. When i opened the account, this is the only bank who offered zero balance maintenance so that i have selected this bank. Its easy to understand the mobile app but user interface is very slow.",https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png,Blown Away!,2,in canara bank hidden charges are there and their net banking is always slow because the server wont work most of the times they are deducting some amount for transactions its been more than 5years with this savings account when i opened the account this is the only bank who offered zero balance maintenance so that i have selected this bank its easy to understand the mobile app but user interface is very slow,74,Satisfied
ANONYMOUS,2019-12-28,Bangalore,HDFC Bank,5.0,"""Good bank for salary account""","In HDFC bank, they are providing so many benefits regarding the salary account like personal loan, two wheeler loan. Their net banking facility is so fast when i compared to other bank. Mobile app also working fine.  They are not deducting any kind of hidden charges and they are not giving any offers for debit cards. For past 3 years, i have been using this account.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0,in hdfc bank they are providing so many benefits regarding the salary account like personal loan two wheeler loan their net banking facility is so fast when i compared to other bank mobile app also working fine they are not deducting any kind of hidden charges and they are not giving any offers for debit cards for past 3 years i have been using this account,66,Satisfied
S,2019-12-28,Mumbai,Unknown,5.0,"""Best bank""",I am not doing all my transactions through Bank of India. Its been 7years with this savings account. There is no requirement for minimum balance also hold a visa debit card and there is no annual charges. This is a domestic debit card which I can use only in India.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,6,i am not doing all my transactions through bank of india its been 7years with this savings account there is no requirement for minimum balance also hold a visa debit card and there is no annual charges this is a domestic debit card which i can use only in india,50,Satisfied
DHA,2019-12-28,Chennai,SBI,2.0,"""Need to decrease charge""","I am holding a saving account with SBI for more than 2 years. Need to maintain a minimum balance of 5K. There is some  hidden charges which is high when compare to other bank. I am yet to use their mobile app. I use to get an alert message on time whenever I do a transaction. ATM charges are applicable, if I do a transaction more than 4 times in a month.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Expected more,0,i am holding a saving account with sbi for more than 2 years need to maintain a minimum balance of 5k there is some hidden charges which is high when compare to other bank i am yet to use their mobile app i use to get an alert message on time whenever i do a transaction atm charges are applicable if i do a transaction more than 4 times in a month,72,Dissatisfied
DHA,2019-12-28,Chennai,Axis Bank,5.0,"""Good ""","AXIS Bank is doing a good service. I have been holding a saving account for 5 years. First my branch was at Veppery, there I need to maintain a minimum balance of 10K which was high due to this reason I have changed my branch to nearby place with a minimum balance of 2,500 rupees which am okay. Their net banking is user friendly to access. There is some consolidated charges plus GST.",https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0,axis bank is doing a good service i have been holding a saving account for 5 years first my branch was at veppery there i need to maintain a minimum balance of 10k which was high due to this reason i have changed my branch to nearby place with a minimum balance of 2500 rupees which am okay their net banking is user friendly to access there is some consolidated charges plus gst,73,Satisfied
ANONYMOUS,2019-12-27,Chennai,Unknown,3.0,"""Opening the account its very ease""","I have opened the savings account from State bank of Mysore on 10 years ago. When I was transferring the money to other account, its not getting transferred to the concern person hence net banking got locked.  Bank people were responded very nicely. Its because of the non usage, the account got automatically blocked.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Satisfactory,0,i have opened the savings account from state bank of mysore on 10 years ago when i was transferring the money to other account its not getting transferred to the concern person hence net banking got locked bank people were responded very nicely its because of the non usage the account got automatically blocked,54,Average
RAMESH,2019-12-27,Bangalore,Unknown,5.0,"""Good Service""",I am holding a salary account with ANDHRA BANK for past 2 years. Need to maintain a minimum balance of 1K. There is no hidden charges in this account. I am using net banking and mobile app both are user friendly to access. There is ATM charges are applicable if I do transactions more than 5 times in a month.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,1,i am holding a salary account with andhra bank for past 2 years need to maintain a minimum balance of 1k there is no hidden charges in this account i am using net banking and mobile app both are user friendly to access there is atm charges are applicable if i do transactions more than 5 times in a month,60,Satisfied
VINOD,2019-12-27,Bangalore,Unknown,5.0,"""Good Service""",I am holding a saving account with UNION BANK OF INDIA. It is a minimum balance to maintain of 500 rupees. There is no any charges are applicable. I am using mobile app and net banking both are user friendly to access. ATM charges are applicable of 25 rupees if I use more than 5 times in a month.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,1,i am holding a saving account with union bank of india it is a minimum balance to maintain of 500 rupees there is no any charges are applicable i am using mobile app and net banking both are user friendly to access atm charges are applicable of 25 rupees if i use more than 5 times in a month,59,Satisfied
G J,2019-12-27,Bangalore,Kotak,4.0,"""Good Account""",My friend has suggested me to open a savings account from Kotak Mahindra bank. I need to maintain a minimum balance of Rs. 10000. I went to the bank to open this account and they have provided me a debit card immediately. Bank account is safe and secure.,https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Great!,0,my friend has suggested me to open a savings account from kotak mahindra bank i need to maintain a minimum balance of rs 10000 i went to the bank to open this account and they have provided me a debit card immediately bank account is safe and secure,48,Satisfied
MOHAMED,2019-12-27,Bangalore,SBI,4.0,"""Good Service """,I am holding salary account with SBI more than 7 years. It is a zero balance account. I never had any hidden charges. I use to get alert message on time from this bank regarding transaction. Mobile app and net banking both are user friendly to access. ATM charges are applicable.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Great!,0,i am holding salary account with sbi more than 7 years it is a zero balance account i never had any hidden charges i use to get alert message on time from this bank regarding transaction mobile app and net banking both are user friendly to access atm charges are applicable,51,Satisfied
MOHAN,2019-12-27,Chennai,SBI,4.0,"""Many ATMs in SBI""",Opened my savings account from State bank of India and i have been using this account for more than 3 years. They have more number of ATMs available all over the city and its a good nationalized bank so that i have chosen this bank. Its easy to deposit the cash through their machines when other bank does not have this many cash deposit machines.,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Great!,0,opened my savings account from state bank of india and i have been using this account for more than 3 years they have more number of atms available all over the city and its a good nationalized bank so that i have chosen this bank its easy to deposit the cash through their machines when other bank does not have this many cash deposit machines,65,Satisfied
RAJ,2019-12-27,Chennai,HDFC Bank,4.0,"""Useful bank""",Its been more than 3 years since i hold the salary account from HDFC. They are not deducting any kind of hidden charges. There is no additional charges for IMPS and RTGS charges but they will charge according mentioned on their website. The website is easy to access. Its a zero balance account to use. I usually don't call the customer care people.,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Great!,0,its been more than 3 years since i hold the salary account from hdfc they are not deducting any kind of hidden charges there is no additional charges for imps and rtgs charges but they will charge according mentioned on their website the website is easy to access its a zero balance account to use i usually dont call the customer care people,63,Satisfied
HARA,2019-12-27,Kolkata,Axis Bank,5.0,"""Good """,I am holding a salary account with AXIS Bank more than 4 years. No need to maintain a minimum balance amount. I have not received any alert message yet whenever I do a transaction. Their service is good.  Each and every transaction is safe and secured.,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0,i am holding a salary account with axis bank more than 4 years no need to maintain a minimum balance amount i have not received any alert message yet whenever i do a transaction their service is good each and every transaction is safe and secured,46,Satisfied
YADU,2019-12-27,Chennai,Unknown,4.0,"""Best savings account""",I am using Karur Vysya  Savings account for the past 3 years.Their net banking service as well as mobile banking services are very much comfortable and it is used for money transfer only.There was no difficulties faced so far on using this account .This service was quite average according to me and it is a zero balance account.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Great!,0,i am using karur vysya savings account for the past 3 yearstheir net banking service as well as mobile banking services are very much comfortable and it is used for money transfer onlythere was no difficulties faced so far on using this account this service was quite average according to me and it is a zero balance account,58,Satisfied
Y. G,2019-12-27,Chennai,Kotak,3.0,"""Best savings account""","I am using  savings account with  KOTAK which have opened before 1.5 month and their branch is available near to my home hence i have chosen this bank. I am not using online service , mobile application in this bank. It is a zero balance account which am happy.",https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Satisfactory,0,i am using savings account with kotak which have opened before 15 month and their branch is available near to my home hence i have chosen this bank i am not using online service mobile application in this bank it is a zero balance account which am happy,48,Average
MOORTHY,2019-12-27,Chennai,HDFC Bank,5.0,"""Excellent service ""","I am holding salary account with HDFC Bank for more than 10 years. It is a zero balance account with no hidden charges. I use to get alert message on time whenever I do a transaction. ATM is near but branches are far of 10-15 km away from my place. ATM charges are applicable, if I do a transaction more than 5-6 times in a month. I use to get offers messages from bank.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0,i am holding salary account with hdfc bank for more than 10 years it is a zero balance account with no hidden charges i use to get alert message on time whenever i do a transaction atm is near but branches are far of 1015 km away from my place atm charges are applicable if i do a transaction more than 56 times in a month i use to get offers messages from bank,74,Satisfied
ANONYMOUS,2019-12-27,Hyderabad,HDFC Bank,5.0,"""Excellent Service""","HDFC banking service is excellent. Its a zero balance account. I have used the savings account for more than 8 years when i moved to different city, i closed this account. Their user interface is very nice. The bank transaction and online banking everything was smooth. They are treating the customer very nicely. When I am going to the branch, they are giving a proper information.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,1,hdfc banking service is excellent its a zero balance account i have used the savings account for more than 8 years when i moved to different city i closed this account their user interface is very nice the bank transaction and online banking everything was smooth they are treating the customer very nicely when i am going to the branch they are giving a proper information,66,Satisfied
ANONYMOUS,2019-12-27,Hyderabad,Unknown,3.0,"""Overall, Good banking experience""","In Karnataka bank, the service is good because whenever I'm calling the manager, he used to give a proper information. If they didn't pick the call also, they will give call back to the customer. Sometimes, i face a issue while transferring the money like server issue. The branch is very near to my home, if i got any problem i directly go to the branch.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Satisfactory,1,in karnataka bank the service is good because whenever im calling the manager he used to give a proper information if they didnt pick the call also they will give call back to the customer sometimes i face a issue while transferring the money like server issue the branch is very near to my home if i got any problem i directly go to the branch,66,Average
WASIM,2019-12-26,Kolkata,Axis Bank,5.0,"""Very Good Service""",I have Axis Bank saving account for the past 5 to 6 years .I am using net banking service as well as mobile banking service both are used for money transfer and also to track the transaction details .If contact customer service for any query will get quick response and  i am comfortable with  banking service.,https://static.bankbazaar.com/images/common/bank-logo/axis.png,Blown Away!,0,i have axis bank saving account for the past 5 to 6 years i am using net banking service as well as mobile banking service both are used for money transfer and also to track the transaction details if contact customer service for any query will get quick response and i am comfortable with banking service,56,Satisfied
ANONYMOUS,2019-12-26,Chennai,SBI,5.0,"""Need to improve the branch service""","I need to get the token for investing the money in SBI and the staffs are very low in working. If i deposit the money through their machine, they are charging Rs. 25 for every deposit. Even though its a Central Government based bank, they need to improve the services. In the branch, the staffs are arrogant due to this, I'm not visiting the branch nowadays. I asked them to opened the zero balance account but they asked me to maintain  Rs. 500 from this account.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0,i need to get the token for investing the money in sbi and the staffs are very low in working if i deposit the money through their machine they are charging rs 25 for every deposit even though its a central government based bank they need to improve the services in the branch the staffs are arrogant due to this im not visiting the branch nowadays i asked them to opened the zero balance account but they asked me to maintain rs 500 from this account,86,Satisfied
ANONYMOUS,2019-12-26,Chennai,Kotak,5.0,"""Good Savings account""","I opened my savings account from Kotak Mahindra bank earlier i faced lots of problem to get the ATM card. They said i can use the virtual debit card facility. For providing the physical debit card, they have asked me some service charges like Rs. 350. They have given me a offer like if i open the account and hold the balance of Rs. 35000, they will provide the credit card.",https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Blown Away!,0,i opened my savings account from kotak mahindra bank earlier i faced lots of problem to get the atm card they said i can use the virtual debit card facility for providing the physical debit card they have asked me some service charges like rs 350 they have given me a offer like if i open the account and hold the balance of rs 35000 they will provide the credit card,71,Satisfied
P K,2019-12-26,Chennai,HDFC Bank,5.0,"""Good banking services""","HDFC service is good and the branch is located nearby and if i visited the branch for any kind of issue, they will rectify immediately. The process is very fast. They are not taking any charges for any deposits. I opened the account in the year of 2012 but i was doing transaction from the year of 2015. It was a zero balance account.",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,0,hdfc service is good and the branch is located nearby and if i visited the branch for any kind of issue they will rectify immediately the process is very fast they are not taking any charges for any deposits i opened the account in the year of 2012 but i was doing transaction from the year of 2015 it was a zero balance account,64,Satisfied
BINOSMAN,2019-12-26,Hyderabad,SBI,5.0,"""Good Service""","I have State Bank Of India Salary account for the past 9years .There are message alert for each transaction ,service is very good and not yet contacted customer service so far.Banking service is also good and there was no difficulties faced so far .I am satisfied with the overall service .",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0,i have state bank of india salary account for the past 9years there are message alert for each transaction service is very good and not yet contacted customer service so farbanking service is also good and there was no difficulties faced so far i am satisfied with the overall service,50,Satisfied
MUKESH,2019-12-26,Jaipur,SBI,4.0,"""Bank need to improve their services""","From the time, SBI was offering a zero balance account so i have opened this account. There is no need of maintaining any minimum balance. I never faced any problem from this bank. I have visited their branch in my home town and the response also good but the waiting time is high which can be improved.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Great!,1,from the time sbi was offering a zero balance account so i have opened this account there is no need of maintaining any minimum balance i never faced any problem from this bank i have visited their branch in my home town and the response also good but the waiting time is high which can be improved,57,Satisfied
N,2019-12-24,Bangalore,HDFC Bank,4.5,"""Very good""",I have HDFC saving account for the past  8- 10 years. .I am using net banking service as well as mobile banking service both are used for money transfer and user friendly .Customer service is also very good and if need to track any transaction can be taken though online. This is a salary comes salary savings account no need to maintain minimum balance.,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Excellent!,0,i have hdfc saving account for the past 8 10 years i am using net banking service as well as mobile banking service both are used for money transfer and user friendly customer service is also very good and if need to track any transaction can be taken though online this is a salary comes salary savings account no need to maintain minimum balance,64,Satisfied
N S,2019-12-24,Bangalore,SBI,4.0,"""Good""","SBI is charging for card maintenance and sms. I don't get any benefits from SBI and it is  not a  zero balance, am maintaining Rs. 5k. In branch, employees are responding  very good. Last time i went to their branch to apply the debit card manually which can be done online. In case of PPF and savings only i use to call customer service.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Great!,0,sbi is charging for card maintenance and sms i dont get any benefits from sbi and it is not a zero balance am maintaining rs 5k in branch employees are responding very good last time i went to their branch to apply the debit card manually which can be done online in case of ppf and savings only i use to call customer service,64,Satisfied
APPAY,2019-12-24,Chennai,Unknown,3.0,"""Good """,I am holding a savings account  with KARUR VYSYA BANK  for more than 3 years. There is no hidden charges in this bank. Need to maintain a minimum balance of 1K. I am using mobile app and net banking both are user friendly to access. ATMs and branches are bit far away from my place.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Satisfactory,0,i am holding a savings account with karur vysya bank for more than 3 years there is no hidden charges in this bank need to maintain a minimum balance of 1k i am using mobile app and net banking both are user friendly to access atms and branches are bit far away from my place,55,Average
AP,2019-12-24,Chennai,SBI,2.0,"""Need to decrease charge ""","I am having a saving account with SBI for more than 10 years. This was my first account, so I agreed to maintain a minimum balance of 3K but now it is complicated because if I not maintain the amount,  on monthly basis charges are applicable and it is high.  There is no any hidden charges.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Expected more,0,i am having a saving account with sbi for more than 10 years this was my first account so i agreed to maintain a minimum balance of 3k but now it is complicated because if i not maintain the amount on monthly basis charges are applicable and it is high there is no any hidden charges,56,Dissatisfied
RA,2019-12-24,Chennai,Unknown,5.0,"""Good """,I am holding a saving account  with  INDIAN OVERSEAS BANK  for more than 3 years. There is no hidden charges. It is a  minimum balance account to maintain of 1000 rupees. I am using mobile app and net banking both are user friendly to access. It is useful for money transfer and secure for each transaction.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,0,i am holding a saving account with indian overseas bank for more than 3 years there is no hidden charges it is a minimum balance account to maintain of 1000 rupees i am using mobile app and net banking both are user friendly to access it is useful for money transfer and secure for each transaction,56,Satisfied
RAVI,2019-12-24,Chennai,Unknown,5.0,"""Good """,For the past 4 years I am holding a saving account with CITY UNION Bank. Their service is good. It is a zero balance account. Mobile app and net banking services are good. ATM charges are applicable if I done a transaction more than 5 times in a month.,https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,1,for the past 4 years i am holding a saving account with city union bank their service is good it is a zero balance account mobile app and net banking services are good atm charges are applicable if i done a transaction more than 5 times in a month,49,Satisfied
R V,2019-12-24,Hyderabad,SBI,3.0,"""Operations team and customer care need to be improved""","I don't get any benefits from SBI but this is a zero balance maintenance account. In branch, no employees are not responding properly. Last time i went to their branch to apply the debit card manually. Even though less number of customers in the bank, they took 3 hours to provide the debit card. Whenever i call the call centre people not giving prompt response.",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Satisfactory,1,i dont get any benefits from sbi but this is a zero balance maintenance account in branch no employees are not responding properly last time i went to their branch to apply the debit card manually even though less number of customers in the bank they took 3 hours to provide the debit card whenever i call the call centre people not giving prompt response,65,Average
R V,2019-12-24,Hyderabad,Kotak,5.0,"""Online banking is good when i compare with others""",Kotak Mahindra bank service is good and the bank was located near to my native place so that i have chosen them and i already recommend this bank to some of my friends. I need to maintain a minimum balance of Rs. 10000 but they are not taken any hidden charges as of now. I went to the branch directly to open the account and they have completed the process very fast.,https://static.bankbazaar.com/images/common/bank-logo/kotak.png,Blown Away!,1,kotak mahindra bank service is good and the bank was located near to my native place so that i have chosen them and i already recommend this bank to some of my friends i need to maintain a minimum balance of rs 10000 but they are not taken any hidden charges as of now i went to the branch directly to open the account and they have completed the process very fast,72,Satisfied
VEDULLAPALLI,2019-12-24,Hyderabad,Unknown,5.0,"""World's best bank""","Last 1 year, i have my salary account from Digi and its a basic account hence i don't get any benefits from this account. There is no minimum balance required. Internet banking facility is really good. Branch response was good but only one branch is available in the entire city.",https://static.bankbazaar.com/images/common/bank-logo/ALL_BANKS.png,Blown Away!,1,last 1 year i have my salary account from digi and its a basic account hence i dont get any benefits from this account there is no minimum balance required internet banking facility is really good branch response was good but only one branch is available in the entire city,50,Satisfied
SAN,2019-12-24,Hyderabad,IDBI,3.5,"""Good""",I am holding a joint savings account with IDBI Bank. I have been using more than 2 years. It is a zero balance account. There are some charges applicable of monthly 200 rupees. If I do a  transaction of 3 to 4K only  I get alert message from bank end.,https://static.bankbazaar.com/images/common/bank-logo/idbi.png,Pretty good,1,i am holding a joint savings account with idbi bank i have been using more than 2 years it is a zero balance account there are some charges applicable of monthly 200 rupees if i do a transaction of 3 to 4k only i get alert message from bank end,50,Dissatisfied
M  REDDY,2019-12-24,Hyderabad,HDFC Bank,5.0,"""Excellent Service""",I am holding a salary account  with  HDFC bank  for more than 6 months. There is no hidden charges in this bank and no need to maintain a minimum balance account. I am not using mobile app yet. I use to get an alert messages from bank whenever I do a transactions. Their service is good.,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,1,i am holding a salary account with hdfc bank for more than 6 months there is no hidden charges in this bank and no need to maintain a minimum balance account i am not using mobile app yet i use to get an alert messages from bank whenever i do a transactions their service is good,56,Satisfied
A  YADAV,2019-12-23,Ghaziabad,HDFC Bank,5.0,"""Good Service""",I have HDFC Bank Saving account for more than 3 years only.I am using net banking service as well as mobile banking service both are used for money transfer and credit card bill payment .According to me both the service was quite user friendly Each transaction will be safe and secure always.,https://static.bankbazaar.com/images/common/bank-logo/hdfc.png,Blown Away!,1,i have hdfc bank saving account for more than 3 years onlyi am using net banking service as well as mobile banking service both are used for money transfer and credit card bill payment according to me both the service was quite user friendly each transaction will be safe and secure always,52,Satisfied
S KUMAR,2019-12-23,Bangalore,SBI,5.0,"""User Friendly""","I have SBI Salary account for the past 7 years .I am using net banking service as well as mobile banking service it s mostly  for money transfer ,shopping as well as recharge.Customer service is also good if contact for any assitance  .Each and every transaction is safe and secure .",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png,Blown Away!,0,i have sbi salary account for the past 7 years i am using net banking service as well as mobile banking service it s mostly for money transfer shopping as well as rechargecustomer service is also good if contact for any assitance each and every transaction is safe and secure,50,Satisfied
