review,clean_review,bank,rating,sentiment
I am not happy with the services provided by State Bank of India because they are charging me a lots of hidden charges that i don't like due to this i have closed the account 2 years ago. I was holding the account for 3 years and previously it was a student account when i opened it after that it has converted into normal savings account with the minimum balance amount of Rs. 5000.,i am not happy with the services provided by state bank of india because they are charging me a lots of hidden charges that i dont like due to this i have closed the account 2 years ago i was holding the account for 3 years and previously it was a student account when i opened it after that it has converted into normal savings account with the minimum balance amount of rs 5000,SBI,2.0,Dissatisfied
I am holding a saving account  with SBI for more than 4 years. There is no hidden charges in this bank. It is a  zero balance account. I am using net banking and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions. ATMs and branches are far away to reach them directly. No atm charges are avail.,i am holding a saving account with sbi for more than 4 years there is no hidden charges in this bank it is a zero balance account i am using net banking and it is user friendly to access i use to get an alert messages from bank whenever i do a transactions atms and branches are far away to reach them directly no atm charges are avail,SBI,4.0,Satisfied
I am holding a salary account with KOTAK Bank for the past 11 months. Since it is salary account no need to maintain a minimum balance account.ATM and branches are far away to reach them. I am using only net banking and it is user friendly to access. If I use this card for shopping I use to get some vouchers.,i am holding a salary account with kotak bank for the past 11 months since it is salary account no need to maintain a minimum balance accountatm and branches are far away to reach them i am using only net banking and it is user friendly to access if i use this card for shopping i use to get some vouchers,Kotak,4.0,Satisfied
I have opened a saving account with AXIS bank on 6 years before. So I need to maintain a minimum balance amount of 5K. There is no any hidden charges. ATM and branches are near to reach them directly.  I am using mobile app and net banking both are user friendly.,i have opened a saving account with axis bank on 6 years before so i need to maintain a minimum balance amount of 5k there is no any hidden charges atm and branches are near to reach them directly i am using mobile app and net banking both are user friendly,Axis Bank,5.0,Satisfied
I am holding a salary account  with AXIS bank for more than 5 years. No need to maintain a minimum balance account  and there is no any hidden charges. I am using mobile app and net banking both are user friendly to access. So far I have not faced any ATM charges .,i am holding a salary account with axis bank for more than 5 years no need to maintain a minimum balance account and there is no any hidden charges i am using mobile app and net banking both are user friendly to access so far i have not faced any atm charges,Axis Bank,5.0,Satisfied
Chosen my savings account from Kotak mahindra bank because there is no charges for maintaining the account. They have not charged me anything yet. I have done only less number of transaction from this account  usually i used to withdraw the money. Kotak was my earlier company salary account which i left now.,chosen my savings account from kotak mahindra bank because there is no charges for maintaining the account they have not charged me anything yet i have done only less number of transaction from this account usually i used to withdraw the money kotak was my earlier company salary account which i left now,Kotak,4.0,Satisfied
"Almost an year, i am holding the salary account from CITI bank and I'm not aware of the debit card offers. Since i don't face any issue there is no requirement of contacting the customer care. Its a zero fee maintenance account. I never visited the branch. We have an ATM machine in our building but outside ATMs are not available that much.",almost an year i am holding the salary account from citi bank and im not aware of the debit card offers since i dont face any issue there is no requirement of contacting the customer care its a zero fee maintenance account i never visited the branch we have an atm machine in our building but outside atms are not available that much,Citibank,4.0,Satisfied
"In Canara bank, hidden charges are there and their net banking is always slow because the server won't work most of the times. They are deducting some amount for transactions. Its been more than 5years with this savings account. When i opened the account, this is the only bank who offered zero balance maintenance so that i have selected this bank. Its easy to understand the mobile app but user interface is very slow.",in canara bank hidden charges are there and their net banking is always slow because the server wont work most of the times they are deducting some amount for transactions its been more than 5years with this savings account when i opened the account this is the only bank who offered zero balance maintenance so that i have selected this bank its easy to understand the mobile app but user interface is very slow,Canara Bank,5.0,Satisfied
"In HDFC bank, they are providing so many benefits regarding the salary account like personal loan, two wheeler loan. Their net banking facility is so fast when i compared to other bank. Mobile app also working fine.  They are not deducting any kind of hidden charges and they are not giving any offers for debit cards. For past 3 years, i have been using this account.",in hdfc bank they are providing so many benefits regarding the salary account like personal loan two wheeler loan their net banking facility is so fast when i compared to other bank mobile app also working fine they are not deducting any kind of hidden charges and they are not giving any offers for debit cards for past 3 years i have been using this account,HDFC Bank,5.0,Satisfied
I am not doing all my transactions through Bank of India. Its been 7years with this savings account. There is no requirement for minimum balance also hold a visa debit card and there is no annual charges. This is a domestic debit card which I can use only in India.,i am not doing all my transactions through bank of india its been 7years with this savings account there is no requirement for minimum balance also hold a visa debit card and there is no annual charges this is a domestic debit card which i can use only in india,Unknown,5.0,Satisfied
"I am holding a saving account with SBI for more than 2 years. Need to maintain a minimum balance of 5K. There is some  hidden charges which is high when compare to other bank. I am yet to use their mobile app. I use to get an alert message on time whenever I do a transaction. ATM charges are applicable, if I do a transaction more than 4 times in a month.",i am holding a saving account with sbi for more than 2 years need to maintain a minimum balance of 5k there is some hidden charges which is high when compare to other bank i am yet to use their mobile app i use to get an alert message on time whenever i do a transaction atm charges are applicable if i do a transaction more than 4 times in a month,SBI,2.0,Dissatisfied
"AXIS Bank is doing a good service. I have been holding a saving account for 5 years. First my branch was at Veppery, there I need to maintain a minimum balance of 10K which was high due to this reason I have changed my branch to nearby place with a minimum balance of 2,500 rupees which am okay. Their net banking is user friendly to access. There is some consolidated charges plus GST.",axis bank is doing a good service i have been holding a saving account for 5 years first my branch was at veppery there i need to maintain a minimum balance of 10k which was high due to this reason i have changed my branch to nearby place with a minimum balance of 2500 rupees which am okay their net banking is user friendly to access there is some consolidated charges plus gst,Axis Bank,5.0,Satisfied
"I have opened the savings account from State bank of Mysore on 10 years ago. When I was transferring the money to other account, its not getting transferred to the concern person hence net banking got locked.  Bank people were responded very nicely. Its because of the non usage, the account got automatically blocked.",i have opened the savings account from state bank of mysore on 10 years ago when i was transferring the money to other account its not getting transferred to the concern person hence net banking got locked bank people were responded very nicely its because of the non usage the account got automatically blocked,Unknown,3.0,Average
I am holding a salary account with ANDHRA BANK for past 2 years. Need to maintain a minimum balance of 1K. There is no hidden charges in this account. I am using net banking and mobile app both are user friendly to access. There is ATM charges are applicable if I do transactions more than 5 times in a month.,i am holding a salary account with andhra bank for past 2 years need to maintain a minimum balance of 1k there is no hidden charges in this account i am using net banking and mobile app both are user friendly to access there is atm charges are applicable if i do transactions more than 5 times in a month,Unknown,5.0,Satisfied
I am holding a saving account with UNION BANK OF INDIA. It is a minimum balance to maintain of 500 rupees. There is no any charges are applicable. I am using mobile app and net banking both are user friendly to access. ATM charges are applicable of 25 rupees if I use more than 5 times in a month.,i am holding a saving account with union bank of india it is a minimum balance to maintain of 500 rupees there is no any charges are applicable i am using mobile app and net banking both are user friendly to access atm charges are applicable of 25 rupees if i use more than 5 times in a month,Unknown,5.0,Satisfied
My friend has suggested me to open a savings account from Kotak Mahindra bank. I need to maintain a minimum balance of Rs. 10000. I went to the bank to open this account and they have provided me a debit card immediately. Bank account is safe and secure.,my friend has suggested me to open a savings account from kotak mahindra bank i need to maintain a minimum balance of rs 10000 i went to the bank to open this account and they have provided me a debit card immediately bank account is safe and secure,Kotak,4.0,Satisfied
I am holding salary account with SBI more than 7 years. It is a zero balance account. I never had any hidden charges. I use to get alert message on time from this bank regarding transaction. Mobile app and net banking both are user friendly to access. ATM charges are applicable.,i am holding salary account with sbi more than 7 years it is a zero balance account i never had any hidden charges i use to get alert message on time from this bank regarding transaction mobile app and net banking both are user friendly to access atm charges are applicable,SBI,4.0,Satisfied
Opened my savings account from State bank of India and i have been using this account for more than 3 years. They have more number of ATMs available all over the city and its a good nationalized bank so that i have chosen this bank. Its easy to deposit the cash through their machines when other bank does not have this many cash deposit machines.,opened my savings account from state bank of india and i have been using this account for more than 3 years they have more number of atms available all over the city and its a good nationalized bank so that i have chosen this bank its easy to deposit the cash through their machines when other bank does not have this many cash deposit machines,SBI,4.0,Satisfied
Its been more than 3 years since i hold the salary account from HDFC. They are not deducting any kind of hidden charges. There is no additional charges for IMPS and RTGS charges but they will charge according mentioned on their website. The website is easy to access. Its a zero balance account to use. I usually don't call the customer care people.,its been more than 3 years since i hold the salary account from hdfc they are not deducting any kind of hidden charges there is no additional charges for imps and rtgs charges but they will charge according mentioned on their website the website is easy to access its a zero balance account to use i usually dont call the customer care people,HDFC Bank,4.0,Satisfied
I am holding a salary account with AXIS Bank more than 4 years. No need to maintain a minimum balance amount. I have not received any alert message yet whenever I do a transaction. Their service is good.  Each and every transaction is safe and secured.,i am holding a salary account with axis bank more than 4 years no need to maintain a minimum balance amount i have not received any alert message yet whenever i do a transaction their service is good each and every transaction is safe and secured,Axis Bank,5.0,Satisfied
I am using Karur Vysya  Savings account for the past 3 years.Their net banking service as well as mobile banking services are very much comfortable and it is used for money transfer only.There was no difficulties faced so far on using this account .This service was quite average according to me and it is a zero balance account.,i am using karur vysya savings account for the past 3 yearstheir net banking service as well as mobile banking services are very much comfortable and it is used for money transfer onlythere was no difficulties faced so far on using this account this service was quite average according to me and it is a zero balance account,Unknown,4.0,Satisfied
"I am using  savings account with  KOTAK which have opened before 1.5 month and their branch is available near to my home hence i have chosen this bank. I am not using online service , mobile application in this bank. It is a zero balance account which am happy.",i am using savings account with kotak which have opened before 15 month and their branch is available near to my home hence i have chosen this bank i am not using online service mobile application in this bank it is a zero balance account which am happy,Kotak,3.0,Average
"I am holding salary account with HDFC Bank for more than 10 years. It is a zero balance account with no hidden charges. I use to get alert message on time whenever I do a transaction. ATM is near but branches are far of 10-15 km away from my place. ATM charges are applicable, if I do a transaction more than 5-6 times in a month. I use to get offers messages from bank.",i am holding salary account with hdfc bank for more than 10 years it is a zero balance account with no hidden charges i use to get alert message on time whenever i do a transaction atm is near but branches are far of 1015 km away from my place atm charges are applicable if i do a transaction more than 56 times in a month i use to get offers messages from bank,HDFC Bank,5.0,Satisfied
"HDFC banking service is excellent. Its a zero balance account. I have used the savings account for more than 8 years when i moved to different city, i closed this account. Their user interface is very nice. The bank transaction and online banking everything was smooth. They are treating the customer very nicely. When I am going to the branch, they are giving a proper information.",hdfc banking service is excellent its a zero balance account i have used the savings account for more than 8 years when i moved to different city i closed this account their user interface is very nice the bank transaction and online banking everything was smooth they are treating the customer very nicely when i am going to the branch they are giving a proper information,HDFC Bank,5.0,Satisfied
"In Karnataka bank, the service is good because whenever I'm calling the manager, he used to give a proper information. If they didn't pick the call also, they will give call back to the customer. Sometimes, i face a issue while transferring the money like server issue. The branch is very near to my home, if i got any problem i directly go to the branch.",in karnataka bank the service is good because whenever im calling the manager he used to give a proper information if they didnt pick the call also they will give call back to the customer sometimes i face a issue while transferring the money like server issue the branch is very near to my home if i got any problem i directly go to the branch,Unknown,3.0,Average
I have Axis Bank saving account for the past 5 to 6 years .I am using net banking service as well as mobile banking service both are used for money transfer and also to track the transaction details .If contact customer service for any query will get quick response and  i am comfortable with  banking service.,i have axis bank saving account for the past 5 to 6 years i am using net banking service as well as mobile banking service both are used for money transfer and also to track the transaction details if contact customer service for any query will get quick response and i am comfortable with banking service,Axis Bank,5.0,Satisfied
"I need to get the token for investing the money in SBI and the staffs are very low in working. If i deposit the money through their machine, they are charging Rs. 25 for every deposit. Even though its a Central Government based bank, they need to improve the services. In the branch, the staffs are arrogant due to this, I'm not visiting the branch nowadays. I asked them to opened the zero balance account but they asked me to maintain  Rs. 500 from this account.",i need to get the token for investing the money in sbi and the staffs are very low in working if i deposit the money through their machine they are charging rs 25 for every deposit even though its a central government based bank they need to improve the services in the branch the staffs are arrogant due to this im not visiting the branch nowadays i asked them to opened the zero balance account but they asked me to maintain rs 500 from this account,SBI,5.0,Satisfied
"I opened my savings account from Kotak Mahindra bank earlier i faced lots of problem to get the ATM card. They said i can use the virtual debit card facility. For providing the physical debit card, they have asked me some service charges like Rs. 350. They have given me a offer like if i open the account and hold the balance of Rs. 35000, they will provide the credit card.",i opened my savings account from kotak mahindra bank earlier i faced lots of problem to get the atm card they said i can use the virtual debit card facility for providing the physical debit card they have asked me some service charges like rs 350 they have given me a offer like if i open the account and hold the balance of rs 35000 they will provide the credit card,Kotak,5.0,Satisfied
"HDFC service is good and the branch is located nearby and if i visited the branch for any kind of issue, they will rectify immediately. The process is very fast. They are not taking any charges for any deposits. I opened the account in the year of 2012 but i was doing transaction from the year of 2015. It was a zero balance account.",hdfc service is good and the branch is located nearby and if i visited the branch for any kind of issue they will rectify immediately the process is very fast they are not taking any charges for any deposits i opened the account in the year of 2012 but i was doing transaction from the year of 2015 it was a zero balance account,HDFC Bank,5.0,Satisfied
"I have State Bank Of India Salary account for the past 9years .There are message alert for each transaction ,service is very good and not yet contacted customer service so far.Banking service is also good and there was no difficulties faced so far .I am satisfied with the overall service .",i have state bank of india salary account for the past 9years there are message alert for each transaction service is very good and not yet contacted customer service so farbanking service is also good and there was no difficulties faced so far i am satisfied with the overall service,SBI,5.0,Satisfied
"From the time, SBI was offering a zero balance account so i have opened this account. There is no need of maintaining any minimum balance. I never faced any problem from this bank. I have visited their branch in my home town and the response also good but the waiting time is high which can be improved.",from the time sbi was offering a zero balance account so i have opened this account there is no need of maintaining any minimum balance i never faced any problem from this bank i have visited their branch in my home town and the response also good but the waiting time is high which can be improved,SBI,4.0,Satisfied
I have HDFC saving account for the past  8- 10 years. .I am using net banking service as well as mobile banking service both are used for money transfer and user friendly .Customer service is also very good and if need to track any transaction can be taken though online. This is a salary comes salary savings account no need to maintain minimum balance.,i have hdfc saving account for the past 8 10 years i am using net banking service as well as mobile banking service both are used for money transfer and user friendly customer service is also very good and if need to track any transaction can be taken though online this is a salary comes salary savings account no need to maintain minimum balance,HDFC Bank,4.5,Satisfied
"SBI is charging for card maintenance and sms. I don't get any benefits from SBI and it is  not a  zero balance, am maintaining Rs. 5k. In branch, employees are responding  very good. Last time i went to their branch to apply the debit card manually which can be done online. In case of PPF and savings only i use to call customer service.",sbi is charging for card maintenance and sms i dont get any benefits from sbi and it is not a zero balance am maintaining rs 5k in branch employees are responding very good last time i went to their branch to apply the debit card manually which can be done online in case of ppf and savings only i use to call customer service,SBI,4.0,Satisfied
I am holding a savings account  with KARUR VYSYA BANK  for more than 3 years. There is no hidden charges in this bank. Need to maintain a minimum balance of 1K. I am using mobile app and net banking both are user friendly to access. ATMs and branches are bit far away from my place.,i am holding a savings account with karur vysya bank for more than 3 years there is no hidden charges in this bank need to maintain a minimum balance of 1k i am using mobile app and net banking both are user friendly to access atms and branches are bit far away from my place,Unknown,3.0,Average
"I am having a saving account with SBI for more than 10 years. This was my first account, so I agreed to maintain a minimum balance of 3K but now it is complicated because if I not maintain the amount,  on monthly basis charges are applicable and it is high.  There is no any hidden charges.",i am having a saving account with sbi for more than 10 years this was my first account so i agreed to maintain a minimum balance of 3k but now it is complicated because if i not maintain the amount on monthly basis charges are applicable and it is high there is no any hidden charges,SBI,2.0,Dissatisfied
I am holding a saving account  with  INDIAN OVERSEAS BANK  for more than 3 years. There is no hidden charges. It is a  minimum balance account to maintain of 1000 rupees. I am using mobile app and net banking both are user friendly to access. It is useful for money transfer and secure for each transaction.,i am holding a saving account with indian overseas bank for more than 3 years there is no hidden charges it is a minimum balance account to maintain of 1000 rupees i am using mobile app and net banking both are user friendly to access it is useful for money transfer and secure for each transaction,Unknown,5.0,Satisfied
For the past 4 years I am holding a saving account with CITY UNION Bank. Their service is good. It is a zero balance account. Mobile app and net banking services are good. ATM charges are applicable if I done a transaction more than 5 times in a month.,for the past 4 years i am holding a saving account with city union bank their service is good it is a zero balance account mobile app and net banking services are good atm charges are applicable if i done a transaction more than 5 times in a month,Unknown,5.0,Satisfied
"I don't get any benefits from SBI but this is a zero balance maintenance account. In branch, no employees are not responding properly. Last time i went to their branch to apply the debit card manually. Even though less number of customers in the bank, they took 3 hours to provide the debit card. Whenever i call the call centre people not giving prompt response.",i dont get any benefits from sbi but this is a zero balance maintenance account in branch no employees are not responding properly last time i went to their branch to apply the debit card manually even though less number of customers in the bank they took 3 hours to provide the debit card whenever i call the call centre people not giving prompt response,SBI,3.0,Average
Kotak Mahindra bank service is good and the bank was located near to my native place so that i have chosen them and i already recommend this bank to some of my friends. I need to maintain a minimum balance of Rs. 10000 but they are not taken any hidden charges as of now. I went to the branch directly to open the account and they have completed the process very fast.,kotak mahindra bank service is good and the bank was located near to my native place so that i have chosen them and i already recommend this bank to some of my friends i need to maintain a minimum balance of rs 10000 but they are not taken any hidden charges as of now i went to the branch directly to open the account and they have completed the process very fast,Kotak,5.0,Satisfied
"Last 1 year, i have my salary account from Digi and its a basic account hence i don't get any benefits from this account. There is no minimum balance required. Internet banking facility is really good. Branch response was good but only one branch is available in the entire city.",last 1 year i have my salary account from digi and its a basic account hence i dont get any benefits from this account there is no minimum balance required internet banking facility is really good branch response was good but only one branch is available in the entire city,Unknown,5.0,Satisfied
I am holding a joint savings account with IDBI Bank. I have been using more than 2 years. It is a zero balance account. There are some charges applicable of monthly 200 rupees. If I do a  transaction of 3 to 4K only  I get alert message from bank end.,i am holding a joint savings account with idbi bank i have been using more than 2 years it is a zero balance account there are some charges applicable of monthly 200 rupees if i do a transaction of 3 to 4k only i get alert message from bank end,IDBI,3.5,Dissatisfied
I am holding a salary account  with  HDFC bank  for more than 6 months. There is no hidden charges in this bank and no need to maintain a minimum balance account. I am not using mobile app yet. I use to get an alert messages from bank whenever I do a transactions. Their service is good.,i am holding a salary account with hdfc bank for more than 6 months there is no hidden charges in this bank and no need to maintain a minimum balance account i am not using mobile app yet i use to get an alert messages from bank whenever i do a transactions their service is good,HDFC Bank,5.0,Satisfied
I have HDFC Bank Saving account for more than 3 years only.I am using net banking service as well as mobile banking service both are used for money transfer and credit card bill payment .According to me both the service was quite user friendly Each transaction will be safe and secure always.,i have hdfc bank saving account for more than 3 years onlyi am using net banking service as well as mobile banking service both are used for money transfer and credit card bill payment according to me both the service was quite user friendly each transaction will be safe and secure always,HDFC Bank,5.0,Satisfied
"I have SBI Salary account for the past 7 years .I am using net banking service as well as mobile banking service it s mostly  for money transfer ,shopping as well as recharge.Customer service is also good if contact for any assitance  .Each and every transaction is safe and secure .",i have sbi salary account for the past 7 years i am using net banking service as well as mobile banking service it s mostly for money transfer shopping as well as rechargecustomer service is also good if contact for any assitance each and every transaction is safe and secure,SBI,5.0,Satisfied
"Earlier i had a salary account with HDFC once i left the company, it has converted into savings account hence i need to hold a minimum amount of Rs. 5000. I never visited their branch so far. I could find the ATMs in all the locations. Overall, I'm happy about the services.",earlier i had a salary account with hdfc once i left the company it has converted into savings account hence i need to hold a minimum amount of rs 5000 i never visited their branch so far i could find the atms in all the locations overall im happy about the services,HDFC Bank,5.0,Satisfied
My current salary account is in Standard chartered bank and i'm using this account for past 1 year. There is no need of maintaining any minimum balance. Its good to use the mobile app and net banking. There is no branch available in my location and overall only one branch is there in my city which is difficult.,my current salary account is in standard chartered bank and im using this account for past 1 year there is no need of maintaining any minimum balance its good to use the mobile app and net banking there is no branch available in my location and overall only one branch is there in my city which is difficult,Unknown,5.0,Satisfied
I have HDFC Bank saving account for the past 3 years .I am using net banking service as well as mobile banking service both are used for money transfer  and also for recharge .Customer service is also very good and if need to track any transaction can  be taken though online .,i have hdfc bank saving account for the past 3 years i am using net banking service as well as mobile banking service both are used for money transfer and also for recharge customer service is also very good and if need to track any transaction can be taken though online,HDFC Bank,5.0,Satisfied
Recently i have opened the 811 savings account from Kotak Mahindra bank. The follow up was good and its a zero balance account. They said i can give a call once i receive a alert message from them regarding the new account. They are giving proper intimation to the customer. They are handling all the customers very well.,recently i have opened the 811 savings account from kotak mahindra bank the follow up was good and its a zero balance account they said i can give a call once i receive a alert message from them regarding the new account they are giving proper intimation to the customer they are handling all the customers very well,Kotak,5.0,Satisfied
"I have SBI Salary account which  i am using for the past 7 years. I am using net banking service as well as mobile banking service . Its good for money transfer ,credit card bill payment and recharge  through the app and am much comfortable .I can track all the transaction through online whenever required.",i have sbi salary account which i am using for the past 7 years i am using net banking service as well as mobile banking service its good for money transfer credit card bill payment and recharge through the app and am much comfortable i can track all the transaction through online whenever required,SBI,5.0,Satisfied
I have SBI saving account for more than 7 years .Customer service is also good and if contact for any query will be getting quick response .I am using net banking service as well as mobile banking service both are very user friendly .I am satisfied with the the overall service so far .,i have sbi saving account for more than 7 years customer service is also good and if contact for any query will be getting quick response i am using net banking service as well as mobile banking service both are very user friendly i am satisfied with the the overall service so far,SBI,5.0,Satisfied
"I have State Bank of India Saving account for the past 4 years .There was no  fraudulent transaction faced so far, each transaction is safe and secured in SBI .This account is very useful and as I can track the transaction through message alert.",i have state bank of india saving account for the past 4 years there was no fraudulent transaction faced so far each transaction is safe and secured in sbi this account is very useful and as i can track the transaction through message alert,SBI,5.0,Satisfied
"I am holding savings account with KOTAK bank for more than 5 years. I am using net banking and it is user friendly to access. This is a zero balance account i no need to maintain minimum balance. I am not getting any alert messages, because my mobile has stolen. Customer service is average and interest charges is very much higher compare with other bank and also they charging Rs. 200 as a card charges after i complaint they reimbursed.",i am holding savings account with kotak bank for more than 5 years i am using net banking and it is user friendly to access this is a zero balance account i no need to maintain minimum balance i am not getting any alert messages because my mobile has stolen customer service is average and interest charges is very much higher compare with other bank and also they charging rs 200 as a card charges after i complaint they reimbursed,Kotak,4.0,Satisfied
"I have opened savings account from SBI and their service is nice. I have been using for past 1.5 years. Need to maintain a minimum balance of Rs. 1000. They are not taking any kind of hidden charges. Their online banking facility is really nice. Overall, I'm quite satisfied.",i have opened savings account from sbi and their service is nice i have been using for past 15 years need to maintain a minimum balance of rs 1000 they are not taking any kind of hidden charges their online banking facility is really nice overall im quite satisfied,SBI,4.0,Satisfied
I have SBI  saving account for past 10 years . I use to get alert message for every usage. Each and every transaction will be safe and secured. There was no difficulties faced so far .Banking service is very average and so far not undergone any difficulties on using this account .,i have sbi saving account for past 10 years i use to get alert message for every usage each and every transaction will be safe and secured there was no difficulties faced so far banking service is very average and so far not undergone any difficulties on using this account,SBI,3.0,Average
"I am holding salary account with AXIS BANK for more than 3 years. There are many charges are applicable for this account like ATM and consolidated charge. It is zero balance account. I use to get alert message on time, but when the amount credited I wont get any message from bank. I have not contact their service yet.",i am holding salary account with axis bank for more than 3 years there are many charges are applicable for this account like atm and consolidated charge it is zero balance account i use to get alert message on time but when the amount credited i wont get any message from bank i have not contact their service yet,Axis Bank,3.0,Average
"I have Kotak  Mahindra Bank  Saving account which i am using for almost 1 month only.I am using net banking service as well as mobile banking service both are used for money transfer,recharge and for credit card bill payment .Both the service was very much   comfortable .I am not visiting bank for  any query since service was good .",i have kotak mahindra bank saving account which i am using for almost 1 month onlyi am using net banking service as well as mobile banking service both are used for money transferrecharge and for credit card bill payment both the service was very much comfortable i am not visiting bank for any query since service was good,Kotak,4.0,Satisfied
"I have Bank Of India Saving account which i am using for more than 10 years.I am using net banking service as well as mobile banking service both are used for money transfer,recharge and for credit card bill payment .Both the service was user friendly and comfortable .I am not visiting bank  can track all details thorough online itself.",i have bank of india saving account which i am using for more than 10 yearsi am using net banking service as well as mobile banking service both are used for money transferrecharge and for credit card bill payment both the service was user friendly and comfortable i am not visiting bank can track all details thorough online itself,Unknown,5.0,Satisfied
I am holding a saving account with SBI for past 7 years. But I am not using much often this account. Need to maintain a minimum balance amount of thousands rupees and there is no hidden charges. I am not getting much offers from this bank. I am using only net banking and is good to use.,i am holding a saving account with sbi for past 7 years but i am not using much often this account need to maintain a minimum balance amount of thousands rupees and there is no hidden charges i am not getting much offers from this bank i am using only net banking and is good to use,SBI,4.0,Satisfied
"I am holding savings account with AXIS bank for more than 4 years. I am using net banking and it is user friendly to access. I use to get offers message from bank end. Need to maintain a minimum balance of 5K, if not charges are applicable which was high in this bank. I use to get alert message on time.",i am holding savings account with axis bank for more than 4 years i am using net banking and it is user friendly to access i use to get offers message from bank end need to maintain a minimum balance of 5k if not charges are applicable which was high in this bank i use to get alert message on time,Axis Bank,5.0,Satisfied
"I am holding salary account with IDBI BANK for more than 5 years. Need to maintain a minimum balance of 3K not taking any charge for not maintain a balance amount. One time I faced a problem, when I try to do transaction amount was debited but not been disbursed so raised a complaint to their service within 7 days amount got refunded. ATM charges are applicable crossed more than 5 times in a month.",i am holding salary account with idbi bank for more than 5 years need to maintain a minimum balance of 3k not taking any charge for not maintain a balance amount one time i faced a problem when i try to do transaction amount was debited but not been disbursed so raised a complaint to their service within 7 days amount got refunded atm charges are applicable crossed more than 5 times in a month,IDBI,5.0,Satisfied
I have SBI saving account for more than 10 years .Customer service is also good and if contact for any query will be getting quick response .I am using net banking service as well as mobile banking service both are very user friendly .I am satisfied with the the overall service so far .,i have sbi saving account for more than 10 years customer service is also good and if contact for any query will be getting quick response i am using net banking service as well as mobile banking service both are very user friendly i am satisfied with the the overall service so far,SBI,5.0,Satisfied
"I am using Bank Of India Saving account for the past 6 to 7 years.I will be getting only message alert for each and every transaction .There was no drawbacks faced by using this account . All transactions will be safe and secured ,If contact customer service for any query will get proper response.",i am using bank of india saving account for the past 6 to 7 yearsi will be getting only message alert for each and every transaction there was no drawbacks faced by using this account all transactions will be safe and secured if contact customer service for any query will get proper response,Unknown,4.0,Satisfied
I am having SBI saving account for the past 11 years .Customer service and banking service both are average .I am not getting  proper response if contact to the customer service. I am not comfortable with the overall banking service from their end.,i am having sbi saving account for the past 11 years customer service and banking service both are average i am not getting proper response if contact to the customer service i am not comfortable with the overall banking service from their end,SBI,1.0,Dissatisfied
I have Bank Of Maharashtra Salary account  from the year of 2008.This account I am having for past 11years. I am using net banking service as well as mobile banking service both are very good. I am using this  service for money transfer .Customer service was good and there was no difficulties faced so far.,i have bank of maharashtra salary account from the year of 2008this account i am having for past 11years i am using net banking service as well as mobile banking service both are very good i am using this service for money transfer customer service was good and there was no difficulties faced so far,Unknown,5.0,Satisfied
I have HDFC Bank Salary account which i am using for the past 10 years .I am using net banking service as well as mobile banking service it is used for credit card bill payment and money transfer .I have not faced any issues so far on using this account .There was no fraudulent transaction happened so far,i have hdfc bank salary account which i am using for the past 10 years i am using net banking service as well as mobile banking service it is used for credit card bill payment and money transfer i have not faced any issues so far on using this account there was no fraudulent transaction happened so far,HDFC Bank,5.0,Satisfied
I have opened my salary account from HDFC BANK and i am holding this account for last 4 years. Its a zero balance account. There is no extra charges for the fund transfer facility. They are not giving any good offers for debit card. I visited uppal and hytex city branch service was good.,i have opened my salary account from hdfc bank and i am holding this account for last 4 years its a zero balance account there is no extra charges for the fund transfer facility they are not giving any good offers for debit card i visited uppal and hytex city branch service was good,HDFC Bank,5.0,Satisfied
"I have been using the savings account from CANARA BANK for more than 14 years. At earlier i have used online banking and mobile app facility both are very good. I have visited their branch for dropping the money or general inquiry and the response was fine. Minimum balance I am maintaining Rs.1,000 so there is a no card charges.",i have been using the savings account from canara bank for more than 14 years at earlier i have used online banking and mobile app facility both are very good i have visited their branch for dropping the money or general inquiry and the response was fine minimum balance i am maintaining rs1000 so there is a no card charges,Canara Bank,4.0,Satisfied
"I am holding salary account with KOTAK BANK  for more than 3 years. I am not getting any issue for account transfer and  mobile banking. This bank is always best . No need to maintain a minimum balance on this account. ATM charges are 245 rs yearly, if I exceed more than 4 transactions then charges are apply.",i am holding salary account with kotak bank for more than 3 years i am not getting any issue for account transfer and mobile banking this bank is always best no need to maintain a minimum balance on this account atm charges are 245 rs yearly if i exceed more than 4 transactions then charges are apply,Kotak,5.0,Satisfied
"Its been more than 1 year I am having a salary account from KOTAK BANK. Its a zero balance account because salary comes savings. Its clear to use the Internet banking and mobile app. There is no additional charges for other bank ATM withdrawals. When i visited the branch, the service was good. This is a domestic card.",its been more than 1 year i am having a salary account from kotak bank its a zero balance account because salary comes savings its clear to use the internet banking and mobile app there is no additional charges for other bank atm withdrawals when i visited the branch the service was good this is a domestic card,Kotak,4.0,Satisfied
"I have opened the savings account with HDFC BANK. This is a salary cums savings account. The executive came to my office to open this account, there is no additional charges in this bank. I use the Internet banking facility. This is a domestic card there is a no charges.",i have opened the savings account with hdfc bank this is a salary cums savings account the executive came to my office to open this account there is no additional charges in this bank i use the internet banking facility this is a domestic card there is a no charges,HDFC Bank,5.0,Satisfied
